,Unnamed: 0,username,content,date,country,sentiment
7559,7559,willrobertreal,Why are these people still following @LilTunechi ? @BebeRexha @ArianaGrande @lilyallen @RitaOra @arianagrandebr @RitaOraBrasil @JoeBiden #Election2020 This asshole is a trump suppporter 😡😡😡 https://t.co/gHRFORCjFf,2020-11-07 20:31:50+00:00,Brazil,Pro Trump
7560,7560,peoplelove0987,"@KamalaHarris @JoeBiden You have justic in belive.
So many people will have happy.",2020-11-28 22:30:55+00:00,South Korea,Pro Trump
7561,7561,kevjbee,"@realDonaldTrump @POTUS time to fuck off, gammon head...! #FireTheTrumpRegime #YoureFiredTrump #BidenHarrisToSaveAmerica",2020-11-07 17:21:58+00:00,UK,Pro Biden
7562,7562,23_moaid,@JoeBiden Greetings to President Donald Trump to bring down the Democratic Party,2020-11-05 02:50:57+00:00,Israel,Pro Biden
7563,7563,GwennoDafydd,Well done. #VoteTrumpOut  With love from the world! https://t.co/2UCvuzKlgW,2020-11-03 16:14:30+00:00,UK,Pro Biden
7564,7564,QiHan_GU,"@realDonaldTrump So now is the media of the entire world are trying to STEAL your victory of this election, not Biden, right? https://t.co/jlZOx6sm11",2020-11-16 15:42:17+00:00,South Korea,Pro Trump
7565,7565,sushant_says,Trump pardoned #Blackwater massacre perpetrators. Please read the article to know who he has pardoned and what they did to innocent Iraqi people. https://t.co/UXdrmhpAA9,2020-12-26 15:22:41+00:00,India,Pro Trump
7566,7566,fantasyaasis,Congratulations @JoeBiden  and hard luck to the self proclaimed winner @realDonaldTrump  #USAelection2020,2020-11-07 17:03:05+00:00,China,Pro Biden
7567,7567,essekielfoto,@dyanmoralesj my sincere congratulations to Joe Biden,2020-11-09 15:31:01+00:00,Mexico,Pro Biden
7568,7568,TrishQuade,"Dear 🇺🇸 America:
We 🇨🇦 had NO idea it was that it was so difficult for you to vote. It takes us 🇨🇦 ten to 30 minutes prolly on average. Nevertheless: PLEASE 🗳 #VOTE #BidenHarrisLandslide2020 #heroes #VoteBlue #VoteEarly https://t.co/KoVw8q8djT",2020-10-13 17:44:25+00:00,Canada,Pro Biden
7569,7569,JesusCe77848079,@JoeBiden @KamalaHarris Jeo baiden jeo baiden jeo baiden,2020-12-09 00:45:41+00:00,Mexico,Pro Biden
7570,7570,SarfrazHere,"@etribune Like all the previous US Presidents of last 4 decades ,Trump in the next couple of weeks will also be swept away by the reverse currents of those waves.
He will be lost in the pages of history whereas Iran remains resilient &amp; steadfast",2020-12-27 04:12:46+00:00,India,Pro Biden
7571,7571,MTraill,What independently verifiable evidence is there which supports the position of @WhiteHouse that @POTUS / @realDonaldTrump is infected with #COVID19? Given his history of spin &amp; questionable truths it feels odd just to take his word for it. #USA #PresidentTrump https://t.co/yPwxziIw5A,2020-10-03 16:00:14+00:00,UK,Pro Trump
7572,7572,AbbasiMehwish,"The new America 🇺🇸 has arrived.
Congratulations to everyone who is celebrating this victory today. #JoeBiden as President and #KamalaHarris as Vice President seems like a good combo. More power to women of world ✊🏻
Finally I will consider travelling to USA again.😃",2020-11-07 17:18:11+00:00,Russia,Pro Biden
7573,7573,ESCUPELOYACOM,Renee Hudson: #PresidentTrump: #Appoint a Pro-Life and Pro-Family #Conservative to the #SCOTUS - Sign: Antonio J. Paredes.  https://t.co/y564XPHJaw,2020-09-25 17:22:05+00:00,UK,Pro Biden
7574,7574,OpsPaulo,"May God bless your journey, be it in defense of life, of the family.  Happy the Nation Whose God is the Lord. @JoeBiden https://t.co/I2CLYs0drd",2020-11-07 23:17:47+00:00,Brazil,Pro Biden
7575,7575,rulfmtz,Trump is time to go home https://t.co/lhyaX2fb1k,2020-11-07 05:08:39+00:00,Mexico,Pro Biden
7576,7576,sobhonline,"Trump, after his administration, before the jury:
""I DON'T WANT A LAWYER, I AM A LAWYER""
#Giuliani #Trump #TrumpOut #Election2020 #jokes @realDonaldTrump
p.s.: photo by L. E. Baskow/ Reuters https://t.co/6Zyxx09Cs8",2020-12-09 10:04:00+00:00,UK,Pro Trump
7577,7577,frashid12,"#Biden The new Bhaijan
#USElections #POTUS46 https://t.co/Imalvgvhhy",2020-11-07 16:42:02+00:00,India,Pro Biden
7578,7578,officialmilost,@Godsent_K #Trump2020 . We knew the election was rigged .,2020-11-14 21:38:04+00:00,Saudi Arabia,Pro Trump
7579,7579,CamilleEtienne_,"Electing a climate denier as president of the second most polluting country in the world 7 years before the end of our Carbon budget is pure suicide. 

Please, dear Americain voters, #votehimout. https://t.co/fYv1fY6abe",2020-11-03 14:54:13+00:00,UK,Pro Biden
7580,7580,ArestiIoannis,"Congratulations well done #Cyprus 🇨🇾
@JoeBiden @KamalaHarris #JoeBidenKamalaHarris2020 https://t.co/8X2YHtl4zf",2020-11-07 20:33:34+00:00,Russia,Pro Biden
7581,7581,EnasSilva3,@JovemPanNews Biden for prison! https://t.co/enBg8Ebtjk,2020-11-23 22:03:35+00:00,Brazil,Pro Trump
7582,7582,CallMeLeeway,@JoeBiden My president is talking..💯,2020-12-26 12:14:10+00:00,Saudi Arabia,Pro Biden
7583,7583,JosephAKilleen,@RightyTeacher @JoeBiden Why do you care about these things instead of helping the sick poor and homeless?,2020-12-14 12:35:55+00:00,Canada,Pro Trump
7584,7584,cindy_paten,@DahmerPage @NYGovCuomo Like hell Trump did.,2020-12-29 05:29:03+00:00,Canada,Pro Trump
7585,7585,mimmie1073,@cardenasclayton TESTIFY LITTLE SISTERS #VoteBlueToEndTheNightmare #VOTE #VoteBlue2020 #VoteBlueToSaveAmerica,2020-11-02 10:37:19+00:00,Canada,Pro Biden
7586,7586,GarethGf79,Pickfords for #Trump2020 #TrumpvsBiden https://t.co/X1vkyjcj1g,2020-11-05 17:17:57+00:00,UK,Pro Trump
7587,7587,RichWolf81,Let’s hope the Americans don’t add to this abomination of a year #VoteHimOut https://t.co/rNqPbEt0qk,2020-11-03 22:08:50+00:00,UK,Pro Biden
7588,7588,AnneGrauso,Delusion. Still we must #VoteHimOut https://t.co/nzxzXjuwve,2020-10-01 16:07:02+00:00,Canada,Pro Biden
7589,7589,monalbhattarai,"Biden beat Trump by 12,284 votes, according to the final results from the audit. What’s good, @realDonaldTrump?😏
#BidenHarris2020",2020-11-20 07:39:39+00:00,China,Pro Biden
7590,7590,mapdevil,@fancie18 We'll quietly forget that Trump is half Scottish.,2020-11-08 22:16:00+00:00,Russia,Pro Biden
7591,7591,RosaIse58039036,@FabianElDeMich Trump,2020-11-04 02:04:27+00:00,Mexico,Pro Trump
7592,7592,bmbazare,I’m really going to miss all the Donald Trump tweets.,2020-12-10 23:14:09+00:00,Saudi Arabia,Pro Trump
7593,7593,annaheatig,"Let’s Hope #JoeBiden can help  achieve #PeaceForArmenians 🇦🇲
#Elections2020",2020-11-04 21:37:51+00:00,Israel,Pro Biden
7594,7594,fahim_sayed,"Dedicated to @realDonaldTrump 
#GoTrumpReeleito 
#DonaldTrump https://t.co/v1aPAlZiVN",2020-11-07 19:02:38+00:00,India,Pro Trump
7595,7595,hemantakrnath,"USA gives #Trump 'BI DEN'
Just wait for official declaration 
@JoeBiden
@realDonaldTrump
#USElection2020results",2020-11-06 14:44:06+00:00,South Korea,Pro Biden
7596,7596,NastaZiazm,@JoeBiden Everybody Vote !!!,2020-10-05 18:13:17+00:00,Russia,Pro Biden
7597,7597,HASAN7077,Feels like the international audience would like to see #Biden winning and #Trump losing for not the love of the former but the hate/dislike of the latter. They would prefer to see coherence in policies rather than incoherent policies. #USAelection2020,2020-11-07 12:00:09+00:00,India,Pro Biden
7598,7598,AprilSu00937227,"Let's see. 🤷‍♀️Maybe the guy stops corruption and human rights violations in America then moves on to fixing the world. Hopefully he gets somewhere better. 
Biden slams Chinese abuses, stresses security and prosperity in Indo-Pacific via @htTweets https://t.co/BfOBGECaNv",2020-12-29 06:32:26+00:00,India,Pro Biden
7599,7599,Judy2pilow,"Must have been a tough day @realDonaldTrump of psychiatrists, psychologists, therapists, counselors, daycare nurses, safe rooms, time outs, etc. Take a rest. Tomorrow will be the same. And the next, and the next..
#JoeBiden won.",2020-11-11 01:26:10+00:00,UK,Pro Biden
7600,7600,BBSHETTY2014,"@IndiaToday One of the most important decision by Donald Trump with bipartisan support, powerful anti China message to follow after his presidency.",2020-12-28 16:28:34+00:00,India,Pro Trump
7601,7601,emmyjovovich,AMEN!!! 🙏🏻 #Election2020 #TrumpOut #TeamBiden https://t.co/mHfIS17hXm,2020-11-03 13:01:23+00:00,UK,Pro Biden
7602,7602,KlausHeusslein,"Finally the #USA have a president again who deserves to be called a president!
#uswahl2020 #USAElections2020 #BidenHarris2020 #MSNBC2020 #DumpTrump https://t.co/83LFjdmwTs",2020-11-08 08:08:48+00:00,UK,Pro Biden
7603,7603,Scotyu,"@JoeBiden Congratulations Joe Biden! Your conduct these last few days has been exemplary, and I believe you will make a fine US President.",2020-11-07 17:25:41+00:00,South Korea,Pro Biden
7604,7604,PartAnnMarie,@realDonaldTrump @emilyjodell Because those who were COVID19 careful decided to mail in their vote to avoid crowds without masks on polling day. Logic dictates that the vast majority of those people do not support you. #Trump2020,2020-11-04 16:44:25+00:00,UK,Pro Trump
7605,7605,NicolasKachoian,"Congratulations to the new president of the United States!

It doesn't matter who is going to be the next president. You must be united, you are the United States of America! 🇺🇸

#UnitedStatesofAmerica #eleccion2020 @JoeBiden @KamalaHarris @realDonaldTrump #JoeBiden #DonaldTrump https://t.co/A3BlW36lSK",2020-11-07 17:20:43+00:00,Brazil,Pro Biden
7606,7606,irminbarron,@diegozatre @JoeBiden @realDonaldTrump @lopezdoriga Standing Ovation !!!!,2020-11-07 18:12:01+00:00,Mexico,Pro Biden
7607,7607,eddiepauers,"@realDonaldTrump you’re fired! #ByeByeTrump, so will the Old Man @lopezobrador_ your #JerkFriend",2020-11-07 17:01:27+00:00,Mexico,Pro Biden
7608,7608,CarnellAnita,Well done him. #VoteTrump https://t.co/3JLLErvag2,2020-11-03 13:09:01+00:00,UK,Pro Biden
7609,7609,NekoInuKeibiin,"Every #vote count!
Pls: #VoteHimOut!!! #Biden2020 https://t.co/VxpKZsq0Rg",2020-11-03 18:10:24+00:00,UK,Pro Biden
7610,7610,amedianz23,And trump also tested positive for racism #DonaldTrump #trump,2020-10-04 08:33:14+00:00,Ukraine,Pro Biden
7611,7611,AndrewPeplowski,"Wow subjects, verbs, adjectives  in the correct order....Haven’t had that for a while.....#Biden",2020-11-08 01:42:31+00:00,Canada,Pro Biden
7612,7612,bru_lodi,"@JoeBiden Mr.president, i'm brazilian and i dont speek inglesh sorry, but help us plz, do Boommm 🧨 in Brasília.",2020-11-11 19:31:38+00:00,Brazil,Pro Biden
7613,7613,alexwilding,"As much as I don’t trust any of em. It does feel good to know he’s gone! 
-
-
-
#ByeByeTrump #Biden #BidenPresident #BidenHarris2020 #BidenHarrisToEndThisNightmare #TrumpOut #Trump #TrumpCollapse #USElection2020 #USElectionResults2020 https://t.co/WnZaF5kAVC",2020-11-08 06:01:23+00:00,UK,Pro Biden
7614,7614,Olefrank,Golf-people - do we agree to coining a new term? Next to birdie and eagle we’ll have a #Lameduck meaning when you hide in the bunker - then hit the lake and finally tries to cheat ⛳️🏌️#uselections #golf #ByeByeTrump https://t.co/yo9ho8rBww,2020-11-08 06:52:38+00:00,UK,Pro Biden
7615,7615,serhatbye,"I bid for Trump, Joe biden by Republicans.. hoaydaa is Rasim",2020-11-04 05:36:12+00:00,Russia,Pro Trump
7616,7616,PaulEOC,"OUTSTANDING. 
Take a bow @JimCarrey 

#JimCarrey #ByeByeTrump #Loser #aceventura https://t.co/Uro6wJKHvu",2020-11-08 11:23:54+00:00,UK,Pro Biden
7617,7617,DavidJackson97,@SSalcostello @marklevinshow @DonaldJTrumpJr I think he needs to give us his true opinion..,2020-11-06 14:25:56+00:00,Canada,Pro Biden
7618,7618,dudxdudy,".@JoeBiden 
even when the Brazilian will not be welcome in the USA? WHEN DID YOU GET FREEPASS? https://t.co/KAp9S2VK99",2020-12-02 03:31:50+00:00,Brazil,Pro Trump
7619,7619,Harrington_HC,@Joshua4NPV1 @jmknmecrzy @WENDYLOVE2U A lot of progressive concessions?? What a joke. And what SCOTUS is on the line after the election? I’m happy to vote green. Already mailed in my ballot! I voted Stein 2016 when Clinton picked Kai e as VP and am proud of it! No more corporate dems! M4A or more Trump. #BlueMAGA,2020-09-27 12:08:15+00:00,South Korea,Pro Trump
7620,7620,Mr_Dolf,"@Aiannucci games up. You’ve been scripting this all along haven’t you? Sorry, this was one too far. #fourseasonstotallandscaping #TrumpIsLosing https://t.co/mVhnuZDwQq",2020-11-07 19:50:22+00:00,UK,Pro Biden
7621,7621,iluvbrussels,#MakeAmericaGreatAgain - vote for  Joe Biden #BidenHarris2020 !!!!,2020-10-31 07:42:22+00:00,UK,Pro Biden
7622,7622,TomArant,@politvidchannel Trump is going going to be indicted on Felony Counts...  I’m not a politician.... but I’m gonna say that may be a disqualification to run for President,2020-11-14 21:39:36+00:00,Mexico,Pro Trump
7623,7623,LTHlondon,He’s done #ByeByeTrump #TrumpIsLosing https://t.co/M98QohTia9,2020-11-06 20:53:18+00:00,UK,Pro Biden
7624,7624,majestic7s,"@realTrumpForce JAPAN！🇯🇵
We love Trump!",2020-11-22 15:39:30+00:00,China,Pro Trump
7625,7625,zetadoc,@carriesheffield #DonaldJTrump @realDonaldTrump Grow up!,2020-11-10 11:41:59+00:00,UK,Pro Trump
7626,7626,w1dP311GMWOtMBK,@CNN If Trump earnestly carrired out the Hanoi meeting with https://t.co/K0muL689eq of North Korea without being trifled by the  bestard Mustache he would have won the Novel Peace Prize and might have been the winner of this election.  Alas!,2020-12-12 05:45:55+00:00,South Korea,Pro Trump
7627,7627,TyDavies,Dear Secret Service.. Please move the nuclear codes to a responsible adult now until all settled.. Thank You.. #SecretService #BidenPresident #TrumpIsLosing #Trump2020 #TrumpIsALaughingStock #Elections2020 #ElectionResults2020 #TrumpPressConference #TrumpMeltdown #nuclear,2020-11-06 21:24:08+00:00,UK,Pro Biden
7628,7628,CBRioeLondon,#USA: pls reach out 2ur neighbours &amp;those who have not yet voted. I’m not sure we will 4give a 2nd term of this clown inside The White House. 4the love of God&amp; those chldrn separated from their parents &amp;put in cages at the border- DO THE DECENT THING 🇺🇸 #VoteHimOut #2020Election,2020-11-03 16:55:17+00:00,UK,Pro Biden
7629,7629,ArchamboRobert,Trump,2020-12-30 20:38:41+00:00,Canada,Pro Trump
7630,7630,kanom99,"@realDonaldTrump Caps lock on, written by a toddler.. #ByeByeTrump",2020-11-07 22:31:32+00:00,UK,Pro Biden
7631,7631,vbiaman,"@JoeBiden Completely agree Mr. President. People should be cautious and along with #vaccine , immunity building should be given importance. I have personally been benefitted by @SriSriTattva Immunity Kit. I strongly recommend this for everyone’s good health.",2020-12-25 08:22:28+00:00,India,Pro Biden
7632,7632,ronsorrell,"@TheRightMelissa @MrJoeHub @realDonaldTrump Ok, but Biden still won",2020-12-11 19:13:21+00:00,Canada,Pro Trump
7633,7633,emalves,"@DJMF420 @realDonaldTrump They can’t. But there is none. So said ALL judges to which the “evidence” was presented, most of them Republican some even appointed by Trump.",2020-12-03 20:10:43+00:00,Brazil,Pro Trump
7634,7634,ArmenOrujyan,.@realDonaldTrump appreciate your words of support for Armenians. We need to follow w/ strong actions toward stopping #Erdogan of Turkey and his paid terrorist mercenaries from Syria. We can't have them fool America as they have most of the Western world. #MAGA. https://t.co/7kl2wueOkj,2020-10-25 18:37:56+00:00,Russia,Pro Trump
7635,7635,itschandsalima,Congratulations to Mr.@JoeBiden keep going Sir ✌,2020-11-08 01:48:28+00:00,China,Pro Biden
7636,7636,KerrinTarr,#PokemonGo : Top Trumps Edition! https://t.co/v0TifXjbwk,2020-12-30 20:02:18+00:00,UK,Pro Trump
7637,7637,Kamreedahmed,Congratulations @JoeBiden. We hope a new journey &amp; progress relationship between Pakistan &amp; US🇵🇰🇺🇸#JoeBiden  #ElectionDay2020 #Elections2020 #USElections #USElectionResults https://t.co/tUjlM2Nnp2 https://t.co/UpRkSySsNv,2020-11-05 08:02:17+00:00,Iran,Pro Biden
7638,7638,AndresLagunaPTY,🦠 Donald Trump positivo por #COVID19 https://t.co/KFFDHfKJ4Q https://t.co/puO9JuiPOZ,2020-10-02 05:00:32+00:00,Brazil,Pro Biden
7639,7639,Kai_Mauracher,@TeamTrump @realDonaldTrump Trump still tries to steal rhe votes .... ridiculous unworthy #TrumpIsANationalDisgrace,2020-12-30 16:21:35+00:00,UK,Pro Trump
7640,7640,buon_vita,@tonijo_jo @JoeBiden @KamalaHarris I mean really you do realize it is just a vaccine? It may do nothing.,2020-12-04 12:44:06+00:00,Canada,Pro Trump
7641,7641,Cisco_Quevedo,"#Biden promoted bombings in various countries of the world. His warlike policy is an expression of Imperialism. Whoever wins, people in USA lose

.@dcabellor
.@NorisHerrerar
.@FidelVasquePSUV
.@ErikaPUSUV
.@nicmaduroguerra 
.@pinfantea 
.@arguelloyepfri",2020-11-09 12:02:17+00:00,Brazil,Pro Biden
7642,7642,domhunt73,Also throw in physically mocking a disabled reporter &amp; being forced by his own party to not separate refugee children from their parents #VoteBiden #VoteHimOut #VoteDemocrat https://t.co/MoNjCy4G3p,2020-11-03 18:10:29+00:00,UK,Pro Biden
7643,7643,OguzTiryaki37,@AKISKT1 Trump ile Putin,2020-12-19 17:53:11+00:00,Russia,Pro Biden
7644,7644,CristianStef,@epaschall @warriors Yeah like freedom! Talk to you next Thanksgiving and let's see what sleepy Joe is bringing to the world of the free,2020-11-26 17:47:22+00:00,UK,Pro Biden
7645,7645,vlad15mma,Best to ever do it. The GOAT #UncleDana @danawhite @ufc  #boss #UFC #mma #DanaWhite #FightIsland #abuDhabi #thegoat  #trump2020 #📞 #алло @ Yas Island https://t.co/CMf4SVP5Iw,2020-10-22 09:05:21+00:00,India,Pro Trump
7646,7646,kcostello514,@realDonaldTrump #AmericaFirst #trump2020 no bullshit!!!!!!,2020-11-04 17:49:55+00:00,Canada,Pro Trump
7647,7647,nanidf,@JoeBiden Jail for you,2020-11-11 02:17:09+00:00,Brazil,Pro Trump
7648,7648,eisenberg_andy,We need to have a serious conversation about how we are going to keep the National Golf Handicap from rising under Biden.,2020-12-30 13:33:22+00:00,India,Pro Trump
7649,7649,MatinKh88163008,"Congratulations to President-elect @JoeBiden. We are confident that he will unite America and provide it with a strong sense of direction.
Congratulations to him👍 https://t.co/HaesnWgKB3",2020-11-07 17:55:27+00:00,South Korea,Pro Biden
7650,7650,fengling1130,"The Chinese Foreign Ministry said: Congratulations to Mr. Biden and Ms. Harris, respect the choice of the American people, and the results of the US election should go through the relevant legal procedures in the United States https://t.co/UjtQiTZUKR",2020-11-13 09:16:27+00:00,South Korea,Pro Biden
7651,7651,alyquiel,"@iamwandasykes When supporters of Donald Trump come together, it is a festival of patriotic love. When Joe Biden's supporters come together, businesses are destroyed and people get hurt!",2020-11-15 12:23:06+00:00,Brazil,Pro Trump
7652,7652,RaphaelFerlim,Jim Carrey imitando Joe Biden,2020-11-08 07:01:47+00:00,Brazil,Pro Trump
7653,7653,swertphoto,Join me in supporting Joe Biden via @actblue https://t.co/cXoZBhpak2,2020-11-02 23:47:53+00:00,Mexico,Pro Biden
7654,7654,jahvgee,@Official_tylerg @KamalaHarris @JoeBiden @DouglasEmhoff @SenKamalaHarris @WeGotGame2 Talent!!,2020-11-26 15:17:54+00:00,Canada,Pro Biden
7655,7655,Rodolphp,"Donald, ""you are fired"" 🙂 #DonaldTrump @realDonaldTrump https://t.co/TuzTeVFVKT",2020-11-07 16:59:04+00:00,Ukraine,Pro Biden
7656,7656,JH33,"Is there anyway inauguration day can be moved up to, oh, let’s say Saturday? #TrumpIsLosing",2020-11-06 11:32:11+00:00,Canada,Pro Biden
7657,7657,jm_templario,Go Trump! https://t.co/J75gXs40S7,2020-11-29 14:34:37+00:00,Brazil,Pro Trump
7658,7658,roypena30,"@JoeBiden Tomorrow ""Biden defeat Trump"", It's a fact❗.",2020-11-02 22:27:09+00:00,Mexico,Pro Biden
7659,7659,Ferreiravaf,@JoeBiden Congratulations ❤️🌺❤️👏🏽👏🏽,2020-11-07 16:57:35+00:00,Brazil,Pro Biden
7660,7660,aland_10,Predicting a Biden landslide tonight. Trumps time is up. No wall built or swamp drained. The big orange buffoon has had his time in the spotlight. #Biden #Trump #Elecciones2020 #DumpTrump #democracy,2020-11-03 15:35:09+00:00,UK,Pro Biden
7661,7661,wardie2,"That to me is the bottom line. Trump to date has shown no interest in the. 220,000 dead at all
#TrumpIsPathetic https://t.co/83ovuRDZ17",2020-10-23 01:20:33+00:00,UK,Pro Biden
7662,7662,imartinstrecker,What a day. #ByeByeTrump and #BeratAlbayrak (son in law to Turkish president and incompetent minister of finance) resigned,2020-11-08 18:39:53+00:00,Russia,Pro Biden
7663,7663,SaipanMidwife,@SarahAnnRhoades @Dknight10k So you advocate for state sanctioned murder on those YOU deem undesirable.  Obviously a trump supporter and planning to leave country.  Iran has the government you are seeking and little to no protesters.,2020-11-28 19:51:59+00:00,South Korea,Pro Trump
7664,7664,NLev_615,SLEEPY JOE,2020-11-07 16:29:12+00:00,South Korea,Pro Trump
7665,7665,BatziouM,It’s been a long and crucial run for the whole world. Congratulations to the 46th President of the United States @JoeBiden and the first woman Vice-President @KamalaHarris https://t.co/wJVzKAUAwh,2020-11-07 21:57:15+00:00,Russia,Pro Biden
7666,7666,Pilot64E,GREAT LEADERS MAKE HISTORY #MAGA https://t.co/dA1uqZlIGa,2020-12-20 09:32:50+00:00,Saudi Arabia,Pro Trump
7667,7667,ShailendraD1951,"@JoeBiden #RealGodProhibitsEatingMeat
Stop Eating Meat
prophet Mohammad never ate meat.
Sant Rampal ji Maharaj ji https://t.co/HmS02Cv0qZ",2020-12-24 01:34:39+00:00,India,Pro Trump
7668,7668,herport,@goliveros Por Trump,2020-10-27 15:17:58+00:00,Mexico,Pro Biden
7669,7669,bacciofenicia80,@realDonaldTrump please mr. Trump: Stop it. You’re gonna seem to be a clown,2020-12-26 15:27:12+00:00,Ukraine,Pro Biden
7670,7670,MKhairulIslamC1,"Congratulations to #Joe_Biden on his election as President of the USA.
And
congratulate #Kamala_Harris on being elected Vice-President, the first woman of colour to take that role.
we hopefully, will forging an even stronger relationship between the Bangladesh  and the USA. https://t.co/oodFV0x1sm",2020-11-07 19:16:53+00:00,China,Pro Biden
7671,7671,stevenr74352256,@JrSorbettor @funder Anyone that votes for him in 2024 is crazy! He tried to separate the people   He likes when his people are violent ! I’ve seen on tv Mantafore pushing a Reporters to ground! A Trump supporter pushing a democratic down the stairs ! This is not the country we are!,2020-12-24 13:11:43+00:00,Brazil,Pro Trump
7672,7672,Alhane_Leo,Sleepy Joe in the building,2020-11-07 17:45:09+00:00,Canada,Pro Trump
7673,7673,H1tosh1,Our incumbent President has to win. President Trump will save them.  Sleepy Joe won’t.  There’s a difference between heaven and hell. https://t.co/O2DXv6qKwO,2020-11-11 22:59:25+00:00,South Korea,Pro Trump
7674,7674,PossumBoyy,@Ron18690764 @DonaldJTrumpJr Trump lost by more than 4.5 million votes. 🤣 I love the smell of bigoted sore losers and delusional boomers.,2020-11-13 18:26:59+00:00,Brazil,Pro Biden
7675,7675,RaviSingh_14,"@WhiteHouse #Trump2020 landslide victory
#Trump has no plan for radical leftist 
#TrumpIsALoser in the vision of #Biden #KamlaHarris 
#Biden has se..al ass.ult case remember this 
#WakeUpAmerica 
#MakeAmericaGreatAgain 
#Trump will make #America great again
@redpill_blondie @realDonaldTrump",2020-09-05 06:11:06+00:00,India,Pro Trump
7676,7676,simonplatman,"@WillBlackWriter @realDonaldTrump To say I’m no fan of Trump would be a massive understatement. But, if my limited maths is correct, the US deaths per capita is lower than that of UK. (Let’s jail Johnson too!)",2020-12-30 17:00:45+00:00,UK,Pro Trump
7677,7677,AndrePlesskott,@realDonaldTrump On them Trump!,2020-12-17 15:50:59+00:00,Brazil,Pro Trump
7678,7678,passportjay,@overrat96863213 @ScoonTv Do you believe any accusations against Trump?,2020-12-14 01:42:28+00:00,Brazil,Pro Trump
7679,7679,MDHIFZU21445981,@JoeBiden  congratulations,2020-11-09 08:28:49+00:00,China,Pro Biden
7680,7680,zoezephyria,@JoeBiden @almariieee Lofty ideas! Politicians and their lies!,2020-12-24 17:20:16+00:00,Saudi Arabia,Pro Trump
7681,7681,ArmchairMama,". @realDonaldTrump we will truly miss you.... wherever you go... whichever country...
PLEASE DON'T STOP TWEET-ING !!!
#CoVFeFe  #ByeByeTrump 

#USElectionResults2020
 #USAelection2020 https://t.co/FEgpjt1x4p",2020-11-07 20:29:12+00:00,India,Pro Biden
7682,7682,jahardman,@whstancil Isn’t this just down to the structural inequities built into the us politics system. Only reason Biden was elected was because he appealed to Center right voters on a unity message.,2020-11-17 17:50:19+00:00,South Korea,Pro Biden
7683,7683,OswaldChan,"The commies using virus and election theft and bribing plots to fight against Trump’s trade war, thus dragging the USA into severe turmoil that allow the commies to hail its last breathe.",2020-12-09 23:58:32+00:00,South Korea,Pro Trump
7684,7684,Lordofthevan,"Why you all wait for results, have a look at the U.K. #TrumpvsBiden #ElectionResults2020 #Biden2020 #AmericasGreatestMistake #2020Elections #BidenHarris2020 #AmericaDecides2020 #DumpTrump #USElections #EndTheChaos #TrumpIsALaughingStock https://t.co/4VoleMclE5",2020-11-05 04:33:19+00:00,UK,Pro Biden
7685,7685,gallardohmb,"@realDonaldTrump @MariaBartiromo Trump X
Biden X+1...😆🤣",2020-12-15 16:21:22+00:00,Israel,Pro Trump
7686,7686,isunder_nalli,"Finally!! America has “fired”this orange buffoon!

America is great again!

#YouAreFired 
#BidenHarris2020
#ByeByeTrump",2020-11-07 17:21:30+00:00,India,Pro Biden
7687,7687,vittarzinh0,"Kanye west -70% 
#JoeBiden - 20%
#Trump - 10%

I'm so proud for Kanye 🤣🤣🤣🤣 #Elections2020",2020-11-04 00:17:10+00:00,Brazil,Pro Biden
7688,7688,RavShawe,"🇺🇸🗳 What we already knew!! #BidenHarris2020. Congratulations to #KamalaHarris the first bi-racial black-Indian woman in the White House!! 
 #ConcedeNow Donnie!!  #YoureFiredTrump https://t.co/oPz5ppodP0",2020-11-07 17:00:08+00:00,UK,Pro Biden
7689,7689,dr_awald,"Photo from @PublicHealth 2011 annual meeting in DC! Reminder to #VoteBlue @BidenNurses #BidenHarrisLandslide2020 
🇺🇸🌊🌊🌊🌊🌊🌊🌊🌊🇺🇸 https://t.co/yEVFAEw6RK",2020-11-02 18:24:59+00:00,Canada,Pro Biden
7690,7690,pino_nostro,Trump vs Biden Avengers 😂😂😂 https://t.co/pTkN9z61B8,2020-11-06 22:50:52+00:00,Russia,Pro Biden
7691,7691,Vicmot,@JoeBiden Id vote for you,2020-10-29 00:25:39+00:00,Russia,Pro Biden
7692,7692,mateocombs,Wow. Trump just pardoned Milli Vanilli.  #uspoli,2020-12-24 01:01:48+00:00,Canada,Pro Trump
7693,7693,Akran08,"Where is our MOTA BHAI.?
why he is not helping donaald Trump to form government in America.. ( amrika) 

#AmericaDecides2020 #India #Elecciones2020 #modii #TrumpIsLosing #AmitShah",2020-11-07 05:42:56+00:00,India,Pro Trump
7694,7694,MaGioZal,"#JoeBiden: “It’s not about his family, it’s not about my family; it’s about your family” #FinalDebate #debates #Debates2020",2020-10-23 01:43:15+00:00,Brazil,Pro Biden
7695,7695,krebulator,@Bchirpietoo @realDonaldTrump Bots probably paid for by #TeamTrump,2020-11-07 23:25:05+00:00,UK,Pro Trump
7696,7696,CGWaterhouse,"@robreiner Unless D retake Senate, Biden admin will have less chance of accomplishment on larger issues than any previous gov. McConnell does NOT put country first",2020-12-20 15:14:45+00:00,Canada,Pro Biden
